# PTYA_CSV_VERSION: 1
# SIGNAL: name=time, group=General, row=0, col=0, dim=1
# SIGNAL: name=input, group=General, row=0, col=0, dim=1
# SIGNAL: name=output, group=General, row=0, col=0, dim=1
time,input,output
0.0131,0,0
0.0132,0,0
0.0133,0,0
0.0134,0,0
0.0135,0,0
0.0136,0,0
0.0137,0,0
0.0138,0,0
0.0139,0,0
0.014,0,0
0.0141,0,0
0.0142,0,0
0.0143,0,0
0.0144,0,0
0.0145,0,0
0.0146,0,0
0.0147,0,0
0.0148,0,0
0.0149,0,0
0.015,0,0
0.0151,0,0
0.0152,0,0
0.0153,0,0
0.0154,0,0
0.0155,0,0
0.0156,0,0
0.0157,0,0
0.0158,0,0
0.0159,0,0
0.016,0,0
0.0161,0,0
0.0162,0,0
0.0163,0,0
0.0164,0,0
0.0165,0,0
0.0166,0,0
0.0167,0,0
0.0168,0,0
0.0169,0,0
0.017,0,0
0.0171,0,0
0.0172,0,0
0.0173,0,0
0.0174,0,0
0.0175,0,0
0.0176,0,0
0.0177,0,0
0.0178,0,0
0.0179,0,0
0.018,0,0
0.0181,0,0
0.0182,0,0
0.0183,0,0
0.0184,0,0
0.0185,0,0
0.0186,0,0
0.0187,0,0
0.0188,0,0
0.0189,0,0
0.019,0,0
0.0191,0,0
0.0192,0,0
0.0193,0,0
0.0194,0,0
0.0195,0,0
0.0196,0,0
0.0197,0,0
0.0198,0,0
0.0199,0,0
0.02,0,0
0.0201,0,0
0.0202,0,0
0.0203,0,0
0.0204,0,0
0.0205,0,0
0.0206,0,0
0.0207,0,0
0.0208,0,0
0.0209,0,0
0.021,0,0
0.0211,0,0
0.0212,0,0
0.0213,0,0
0.0214,0,0
0.0215,0,0
0.0216,0,0
0.0217,0,0
0.0218,0,0
0.0219,0,0
0.022,0,0
0.0221,0,0
0.0222,0,0
0.0223,0,0
0.0224,0,0
0.0225,0,0
0.0226,0,0
0.0227,0,0
0.0228,0,0
0.0229,0,0
0.023,0,0
0.0231,0,0
0.0232,0,0
0.0233,0,0
0.0234,0,0
0.0235,0,0
0.0236,0,0
0.0237,0,0
0.0238,0,0
0.0239,0,0
0.024,0,0
0.0241,0,0
0.0242,0,0
0.0243,0,0
0.0244,0,0
0.0245,0,0
0.0246,0,0
0.0247,0,0
0.0248,0,0
0.0249,0,0
0.025,0,0
0.0251,0,0
0.0252,0,0
0.0253,0,0
0.0254,0,0
0.0255,0,0
0.0256,0,0
0.0257,0,0
0.0258,0,0
0.0259,0,0
0.026,0,0
0.0261,0,0
0.0262,0,0
0.0263,0,0
0.0264,0,0
0.0265,0,0
0.0266,0,0
0.0267,0,0
0.0268,0,0
0.0269,0,0
0.027,0,0
0.0271,0,0
0.0272,0,0
0.0273,0,0
0.0274,0,0
0.0275,0,0
0.0276,0,0
0.0277,0,0
0.0278,0,0
0.0279,0,0
0.028,0,0
0.0281,0,0
0.0282,0,0
0.0283,0,0
0.0284,0,0
0.0285,0,0
0.0286,0,0
0.0287,0,0
0.0288,0,0
0.0289,0,0
0.029,0,0
0.0291,0,0
0.0292,0,0
0.0293,0,0
0.0294,0,0
0.0295,0,0
0.0296,0,0
0.0297,0,0
0.0298,0,0
0.0299,0,0
0.03,0,0
0.0301,0,0
0.0302,0,0
0.0303,0,0
0.0304,0,0
0.0305,0,0
0.0306,0,0
0.0307,0,0
0.0308,0,0
0.0309,0,0
0.031,0,0
0.0311,0,0
0.0312,0,0
0.0313,0,0
0.0314,0,0
0.0315,0,0
0.0316,0,0
0.0317,0,0
0.0318,0,0
0.0319,0,0
0.032,0,0
0.0321,0,0
0.0322,0,0
0.0323,0,0
0.0324,0,0
0.0325,0,0
0.0326,0,0
0.0327,0,0
0.0328,0,0
0.0329,0,0
0.033,0,0
0.0331,0,0
0.0332,0,0
0.0333,0,0
0.0334,0,0
0.0335,0,0
0.0336,0,0
0.0337,0,0
0.0338,0,0
0.0339,0,0
0.034,0,0
0.0341,0,0
0.0342,0,0
0.0343,0,0
0.0344,0,0
0.0345,0,0
0.0346,0,0
0.0347,0,0
0.0348,0,0
0.0349,0,0
0.035,0,0
0.0351,0,0
0.0352,0,0
0.0353,0,0
0.0354,0,0
0.0355,0,0
0.0356,0,0
0.0357,0,0
0.0358,0,0
0.0359,0,0
0.036,0,0
0.0361,0,0
0.0362,0,0
0.0363,0,0
0.0364,0,0
0.0365,0,0
0.0366,0,0
0.0367,0,0
0.0368,0,0
0.0369,0,0
0.037,0,0
0.0371,0,0
0.0372,0,0
0.0373,0,0
0.0374,0,0
0.0375,0,0
0.0376,0,0
0.0377,0,0
0.0378,0,0
0.0379,0,0
0.038,0,0
0.0381,0,0
0.0382,0,0
0.0383,0,0
0.0384,0,0
0.0385,0,0
0.0386,0,0
0.0387,0,0
0.0388,0,0
0.0389,0,0
0.039,0,0
0.0391,0,0
0.0392,0,0
0.0393,0,0
0.0394,0,0
0.0395,0,0
0.0396,0,0
0.0397,0,0
0.0398,0,0
0.0399,0,0
0.04,0,0
0.0401,0,0
0.0402,0,0
0.0403,0,0
0.0404,0,0
0.0405,0,0
0.0406,0,0
0.0407,0,0
0.0408,0,0
0.0409,0,0
0.041,0,0
0.0411,0,0
0.0412,0,0
0.0413,0,0
0.0414,0,0
0.0415,0,0
0.0416,0,0
0.0417,0,0
0.0418,0,0
0.0419,0,0
0.042,0,0
0.0421,0,0
0.0422,0,0
0.0423,0,0
0.0424,0,0
0.0425,0,0
0.0426,0,0
0.0427,0,0
0.0428,0,0
0.0429,0,0
0.043,0,0
0.0431,0,0
0.0432,0,0
0.0433,0,0
0.0434,0,0
0.0435,0,0
0.0436,0,0
0.0437,0,0
0.0438,0,0
0.0439,0,0
0.044,0,0
0.0441,0,0
0.0442,0,0
0.0443,0,0
0.0444,0,0
0.0445,0,0
0.0446,0,0
0.0447,0,0
0.0448,0,0
0.0449,0,0
0.045,0,0
0.0451,0,0
0.0452,0,0
0.0453,0,0
0.0454,0,0
0.0455,0,0
0.0456,0,0
0.0457,0,0
0.0458,0,0
0.0459,0,0
0.046,0,0
0.0461,0,0
0.0462,0,0
0.0463,0,0
0.0464,0,0
0.0465,0,0
0.0466,0,0
0.0467,0,0
0.0468,0,0
0.0469,0,0
0.047,0,0
0.0471,0,0
0.0472,0,0
0.0473,0,0
0.0474,0,0
0.0475,0,0
0.0476,0,0
0.0477,0,0
0.0478,0,0
0.0479,0,0
0.048,0,0
0.0481,0,0
0.0482,0,0
0.0483,0,0
0.0484,0,0
0.0485,0,0
0.0486,0,0
0.0487,0,0
0.0488,0,0
0.0489,0,0
0.049,0,0
0.0491,0,0
0.0492,0,0
0.0493,0,0
0.0494,0,0
0.0495,0,0
0.0496,0,0
0.0497,0,0
0.0498,0,0
0.0499,0,0
0.05,0,0
0.0501,0,0
0.0502,1,9.82591e-06
0.0503,1,4.90422e-05
0.0504,1,0.000127213
0.0505,1,0.000243991
0.0506,1,0.00039903
0.0507,1,0.000591985
0.0508,1,0.000822514
0.0509,1,0.00109027
0.051,1,0.00139493
0.0511,1,0.00173613
0.0512,1,0.00211355
0.0513,1,0.00252685
0.0514,1,0.0029757
0.0515,1,0.00345977
0.0516,1,0.00397872
0.0517,1,0.00453223
0.0518,1,0.00511996
0.0519,1,0.0057416
0.052,1,0.00639681
0.0521,1,0.00708528
0.0522,1,0.00780669
0.0523,1,0.0085607
0.0524,1,0.00934702
0.0525,1,0.0101653
0.0526,1,0.0110153
0.0527,1,0.0118966
0.0528,1,0.0128089
0.0529,1,0.013752
0.053,1,0.0147255
0.0531,1,0.0157291
0.0532,1,0.0167625
0.0533,1,0.0178254
0.0534,1,0.0189175
0.0535,1,0.0200385
0.0536,1,0.0211881
0.0537,1,0.022366
0.0538,1,0.0235719
0.0539,1,0.0248056
0.054,1,0.0260666
0.0541,1,0.0273547
0.0542,1,0.0286697
0.0543,1,0.0300112
0.0544,1,0.031379
0.0545,1,0.0327728
0.0546,1,0.0341922
0.0547,1,0.035637
0.0548,1,0.037107
0.0549,1,0.0386018
0.055,1,0.0401211
0.0551,1,0.0416648
0.0552,1,0.0432324
0.0553,1,0.0448238
0.0554,1,0.0464386
0.0555,1,0.0480767
0.0556,1,0.0497376
0.0557,1,0.0514212
0.0558,1,0.0531272
0.0559,1,0.0548553
0.056,1,0.0566053
0.0561,1,0.0583769
0.0562,1,0.0601698
0.0563,1,0.0619838
0.0564,1,0.0638186
0.0565,1,0.0656739
0.0566,1,0.0675496
0.0567,1,0.0694453
0.0568,1,0.0713608
0.0569,1,0.0732959
0.057,1,0.0752503
0.0571,1,0.0772237
0.0572,1,0.0792159
0.0573,1,0.0812267
0.0574,1,0.0832558
0.0575,1,0.085303
0.0576,1,0.0873681
0.0577,1,0.0894507
0.0578,1,0.0915507
0.0579,1,0.0936678
0.058,1,0.0958018
0.0581,1,0.0979525
0.0582,1,0.10012
0.0583,1,0.102303
0.0584,1,0.104502
0.0585,1,0.106717
0.0586,1,0.108948
0.0587,1,0.111193
0.0588,1,0.113454
0.0589,1,0.11573
0.059,1,0.11802
0.0591,1,0.120325
0.0592,1,0.122644
0.0593,1,0.124977
0.0594,1,0.127323
0.0595,1,0.129683
0.0596,1,0.132057
0.0597,1,0.134444
0.0598,1,0.136843
0.0599,1,0.139255
0.06,1,0.14168
0.0601,1,0.144117
0.0602,1,0.146566
0.0603,1,0.149027
0.0604,1,0.151499
0.0605,1,0.153983
0.0606,1,0.156479
0.0607,1,0.158985
0.0608,1,0.161502
0.0609,1,0.16403
0.061,1,0.166569
0.0611,1,0.169118
0.0612,1,0.171677
0.0613,1,0.174245
0.0614,1,0.176824
0.0615,1,0.179412
0.0616,1,0.182009
0.0617,1,0.184616
0.0618,1,0.187231
0.0619,1,0.189856
0.062,1,0.192489
0.0621,1,0.19513
0.0622,1,0.19778
0.0623,1,0.200438
0.0624,1,0.203103
0.0625,1,0.205777
0.0626,1,0.208458
0.0627,1,0.211146
0.0628,1,0.213842
0.0629,1,0.216544
0.063,1,0.219254
0.0631,1,0.22197
0.0632,1,0.224693
0.0633,1,0.227422
0.0634,1,0.230157
0.0635,1,0.232899
0.0636,1,0.235646
0.0637,1,0.238399
0.0638,1,0.241158
0.0639,1,0.243922
0.064,1,0.246691
0.0641,1,0.249466
0.0642,1,0.252245
0.0643,1,0.255029
0.0644,1,0.257818
0.0645,1,0.260611
0.0646,1,0.263409
0.0647,1,0.266211
0.0648,1,0.269017
0.0649,1,0.271826
0.065,1,0.27464
0.0651,1,0.277457
0.0652,1,0.280278
0.0653,1,0.283102
0.0654,1,0.285929
0.0655,1,0.288759
0.0656,1,0.291592
0.0657,1,0.294428
0.0658,1,0.297267
0.0659,1,0.300108
0.066,1,0.302951
0.0661,1,0.305797
0.0662,1,0.308645
0.0663,1,0.311495
0.0664,1,0.314346
0.0665,1,0.3172
0.0666,1,0.320054
0.0667,1,0.322911
0.0668,1,0.325769
0.0669,1,0.328627
0.067,1,0.331488
0.0671,1,0.334349
0.0672,1,0.33721
0.0673,1,0.340073
0.0674,1,0.342936
0.0675,1,0.3458
0.0676,1,0.348664
0.0677,1,0.351528
0.0678,1,0.354393
0.0679,1,0.357257
0.068,1,0.360122
0.0681,1,0.362986
0.0682,1,0.36585
0.0683,1,0.368713
0.0684,1,0.371576
0.0685,1,0.374438
0.0686,1,0.3773
0.0687,1,0.380161
0.0688,1,0.383021
0.0689,1,0.385879
0.069,1,0.388737
0.0691,1,0.391593
0.0692,1,0.394448
0.0693,1,0.397302
0.0694,1,0.400154
0.0695,1,0.403004
0.0696,1,0.405853
0.0697,1,0.408699
0.0698,1,0.411544
0.0699,1,0.414387
0.07,1,0.417227
0.0701,1,0.420066
0.0702,1,0.422902
0.0703,1,0.425735
0.0704,1,0.428566
0.0705,1,0.431395
0.0706,1,0.434221
0.0707,1,0.437044
0.0708,1,0.439864
0.0709,1,0.442681
0.071,1,0.445496
0.0711,1,0.448307
0.0712,1,0.451115
0.0713,1,0.45392
0.0714,1,0.456721
0.0715,1,0.459519
0.0716,1,0.462313
0.0717,1,0.465104
0.0718,1,0.467891
0.0719,1,0.470675
0.072,1,0.473454
0.0721,1,0.47623
0.0722,1,0.479002
0.0723,1,0.481769
0.0724,1,0.484533
0.0725,1,0.487292
0.0726,1,0.490047
0.0727,1,0.492798
0.0728,1,0.495544
0.0729,1,0.498286
0.073,1,0.501024
0.0731,1,0.503756
0.0732,1,0.506484
0.0733,1,0.509208
0.0734,1,0.511926
0.0735,1,0.51464
0.0736,1,0.517349
0.0737,1,0.520052
0.0738,1,0.522751
0.0739,1,0.525445
0.074,1,0.528133
0.0741,1,0.530816
0.0742,1,0.533494
0.0743,1,0.536166
0.0744,1,0.538833
0.0745,1,0.541495
0.0746,1,0.544151
0.0747,1,0.546801
0.0748,1,0.549446
0.0749,1,0.552085
0.075,1,0.554719
0.0751,1,0.557346
0.0752,1,0.559968
0.0753,1,0.562584
0.0754,1,0.565194
0.0755,1,0.567798
0.0756,1,0.570396
0.0757,1,0.572987
0.0758,1,0.575573
0.0759,1,0.578152
0.076,1,0.580725
0.0761,1,0.583292
0.0762,1,0.585853
0.0763,1,0.588407
0.0764,1,0.590955
0.0765,1,0.593496
0.0766,1,0.596031
0.0767,1,0.598559
0.0768,1,0.601081
0.0769,1,0.603596
0.077,1,0.606104
0.0771,1,0.608605
0.0772,1,0.6111
0.0773,1,0.613588
0.0774,1,0.61607
0.0775,1,0.618544
0.0776,1,0.621011
0.0777,1,0.623472
0.0778,1,0.625926
0.0779,1,0.628372
0.078,1,0.630812
0.0781,1,0.633244
0.0782,1,0.635669
0.0783,1,0.638088
0.0784,1,0.640499
0.0785,1,0.642902
0.0786,1,0.645299
0.0787,1,0.647688
0.0788,1,0.65007
0.0789,1,0.652445
0.079,1,0.654813
0.0791,1,0.657173
0.0792,1,0.659525
0.0793,1,0.66187
0.0794,1,0.664208
0.0795,1,0.666538
0.0796,1,0.668861
0.0797,1,0.671176
0.0798,1,0.673484
0.0799,1,0.675784
0.08,1,0.678076
0.0801,1,0.680361
0.0802,1,0.682638
0.0803,1,0.684907
0.0804,1,0.687169
0.0805,1,0.689423
0.0806,1,0.691669
0.0807,1,0.693908
0.0808,1,0.696139
0.0809,1,0.698362
0.081,1,0.700577
0.0811,1,0.702784
0.0812,1,0.704984
0.0813,1,0.707175
0.0814,1,0.709359
0.0815,1,0.711535
0.0816,1,0.713703
0.0817,1,0.715863
0.0818,1,0.718015
0.0819,1,0.720159
0.082,1,0.722295
0.0821,1,0.724423
0.0822,1,0.726543
0.0823,1,0.728656
0.0824,1,0.73076
0.0825,1,0.732856
0.0826,1,0.734944
0.0827,1,0.737024
0.0828,1,0.739096
0.0829,1,0.741159
0.083,1,0.743215
0.0831,1,0.745263
0.0832,1,0.747302
0.0833,1,0.749334
0.0834,1,0.751357
0.0835,1,0.753372
0.0836,1,0.755379
0.0837,1,0.757378
0.0838,1,0.759369
0.0839,1,0.761352
0.084,1,0.763326
0.0841,1,0.765292
0.0842,1,0.76725
0.0843,1,0.7692
0.0844,1,0.771142
0.0845,1,0.773075
0.0846,1,0.775001
0.0847,1,0.776918
0.0848,1,0.778827
0.0849,1,0.780728
0.085,1,0.78262
0.0851,1,0.784505
0.0852,1,0.786381
0.0853,1,0.788249
0.0854,1,0.790109
0.0855,1,0.79196
0.0856,1,0.793804
0.0857,1,0.795639
0.0858,1,0.797466
0.0859,1,0.799284
0.086,1,0.801095
0.0861,1,0.802897
0.0862,1,0.804691
0.0863,1,0.806477
0.0864,1,0.808255
0.0865,1,0.810025
0.0866,1,0.811786
0.0867,1,0.813539
0.0868,1,0.815284
0.0869,1,0.817021
0.087,1,0.818749
0.0871,1,0.82047
0.0872,1,0.822182
0.0873,1,0.823886
0.0874,1,0.825582
0.0875,1,0.82727
0.0876,1,0.82895
0.0877,1,0.830621
0.0878,1,0.832285
0.0879,1,0.83394
0.088,1,0.835587
0.0881,1,0.837226
0.0882,1,0.838857
0.0883,1,0.84048
0.0884,1,0.842095
0.0885,1,0.843702
0.0886,1,0.8453
0.0887,1,0.846891
0.0888,1,0.848473
0.0889,1,0.850048
0.089,1,0.851614
0.0891,1,0.853173
0.0892,1,0.854723
0.0893,1,0.856265
0.0894,1,0.8578
0.0895,1,0.859326
0.0896,1,0.860844
0.0897,1,0.862355
0.0898,1,0.863857
0.0899,1,0.865352
0.09,1,0.866839
0.0901,1,0.868317
0.0902,1,0.869788
0.0903,1,0.871251
0.0904,1,0.872706
0.0905,1,0.874153
0.0906,1,0.875592
0.0907,1,0.877024
0.0908,1,0.878447
0.0909,1,0.879863
0.091,1,0.881271
0.0911,1,0.882671
0.0912,1,0.884064
0.0913,1,0.885448
0.0914,1,0.886825
0.0915,1,0.888194
0.0916,1,0.889556
0.0917,1,0.89091
0.0918,1,0.892256
0.0919,1,0.893594
0.092,1,0.894925
0.0921,1,0.896248
0.0922,1,0.897563
0.0923,1,0.898871
0.0924,1,0.900171
0.0925,1,0.901464
0.0926,1,0.902749
0.0927,1,0.904027
0.0928,1,0.905297
0.0929,1,0.906559
0.093,1,0.907814
0.0931,1,0.909062
0.0932,1,0.910302
0.0933,1,0.911534
0.0934,1,0.912759
0.0935,1,0.913977
0.0936,1,0.915188
0.0937,1,0.916391
0.0938,1,0.917586
0.0939,1,0.918775
0.094,1,0.919955
0.0941,1,0.921129
0.0942,1,0.922296
0.0943,1,0.923455
0.0944,1,0.924607
0.0945,1,0.925751
0.0946,1,0.926889
0.0947,1,0.928019
0.0948,1,0.929142
0.0949,1,0.930258
0.095,1,0.931367
0.0951,1,0.932468
0.0952,1,0.933563
0.0953,1,0.934651
0.0954,1,0.935731
0.0955,1,0.936804
0.0956,1,0.937871
0.0957,1,0.93893
0.0958,1,0.939983
0.0959,1,0.941028
0.096,1,0.942067
0.0961,1,0.943098
0.0962,1,0.944123
0.0963,1,0.945141
0.0964,1,0.946152
0.0965,1,0.947156
0.0966,1,0.948154
0.0967,1,0.949144
0.0968,1,0.950128
0.0969,1,0.951105
0.097,1,0.952076
0.0971,1,0.953039
0.0972,1,0.953996
0.0973,1,0.954947
0.0974,1,0.95589
0.0975,1,0.956827
0.0976,1,0.957758
0.0977,1,0.958682
0.0978,1,0.959599
0.0979,1,0.96051
0.098,1,0.961414
0.0981,1,0.962312
0.0982,1,0.963204
0.0983,1,0.964089
0.0984,1,0.964967
0.0985,1,0.965839
0.0986,1,0.966705
0.0987,1,0.967564
0.0988,1,0.968418
0.0989,1,0.969264
0.099,1,0.970105
0.0991,1,0.970939
0.0992,1,0.971767
0.0993,1,0.972589
0.0994,1,0.973404
0.0995,1,0.974214
0.0996,1,0.975017
0.0997,1,0.975814
0.0998,1,0.976605
0.0999,1,0.97739
0.1,1,0.978169
0.1001,1,0.978942
0.1002,1,0.979709
0.1003,1,0.98047
0.1004,1,0.981224
0.1005,1,0.981973
0.1006,1,0.982717
0.1007,1,0.983454
0.1008,1,0.984185
0.1009,1,0.98491
0.101,1,0.98563
0.1011,1,0.986344
0.1012,1,0.987052
0.1013,1,0.987754
0.1014,1,0.988451
0.1015,1,0.989141
0.1016,1,0.989827
0.1017,1,0.990506
0.1018,1,0.99118
0.1019,1,0.991848
0.102,1,0.992511
0.1021,1,0.993168
0.1022,1,0.993819
0.1023,1,0.994465
0.1024,1,0.995106
0.1025,1,0.995741
0.1026,1,0.99637
0.1027,1,0.996994
0.1028,1,0.997613
0.1029,1,0.998227
0.103,1,0.998835
0.1031,1,0.999437
0.1032,1,1.00003
0.1033,1,1.00063
0.1034,1,1.00121
0.1035,1,1.0018
0.1036,1,1.00237
0.1037,1,1.00294
0.1038,1,1.00351
0.1039,1,1.00407
0.104,1,1.00463
0.1041,1,1.00518
0.1042,1,1.00572
0.1043,1,1.00626
0.1044,1,1.0068
0.1045,1,1.00733
0.1046,1,1.00785
0.1047,1,1.00837
0.1048,1,1.00889
0.1049,1,1.0094
0.105,1,1.00991
0.1051,1,1.01041
0.1052,1,1.0109
0.1053,1,1.01139
0.1054,1,1.01188
0.1055,1,1.01236
0.1056,1,1.01284
0.1057,1,1.01331
0.1058,1,1.01378
0.1059,1,1.01424
0.106,1,1.0147
0.1061,1,1.01515
0.1062,1,1.0156
0.1063,1,1.01605
0.1064,1,1.01649
0.1065,1,1.01692
0.1066,1,1.01735
0.1067,1,1.01778
0.1068,1,1.0182
0.1069,1,1.01862
0.107,1,1.01903
0.1071,1,1.01944
0.1072,1,1.01984
0.1073,1,1.02024
0.1074,1,1.02064
0.1075,1,1.02103
0.1076,1,1.02142
0.1077,1,1.0218
0.1078,1,1.02218
0.1079,1,1.02255
0.108,1,1.02292
0.1081,1,1.02329
0.1082,1,1.02365
0.1083,1,1.02401
0.1084,1,1.02436
0.1085,1,1.02471
0.1086,1,1.02505
0.1087,1,1.0254
0.1088,1,1.02573
0.1089,1,1.02607
0.109,1,1.0264
0.1091,1,1.02672
0.1092,1,1.02704
0.1093,1,1.02736
0.1094,1,1.02767
0.1095,1,1.02798
0.1096,1,1.02829
0.1097,1,1.02859
0.1098,1,1.02889
0.1099,1,1.02918
0.11,1,1.02947
0.1101,1,1.02976
0.1102,1,1.03004
0.1103,1,1.03032
0.1104,1,1.0306
0.1105,1,1.03087
0.1106,1,1.03114
0.1107,1,1.03141
0.1108,1,1.03167
0.1109,1,1.03192
0.111,1,1.03218
0.1111,1,1.03243
0.1112,1,1.03268
0.1113,1,1.03292
0.1114,1,1.03316
0.1115,1,1.0334
0.1116,1,1.03363
0.1117,1,1.03386
0.1118,1,1.03409
0.1119,1,1.03431
0.112,1,1.03453
0.1121,1,1.03475
0.1122,1,1.03496
0.1123,1,1.03517
0.1124,1,1.03538
0.1125,1,1.03558
0.1126,1,1.03579
0.1127,1,1.03598
0.1128,1,1.03618
0.1129,1,1.03637
0.113,1,1.03656
0.1131,1,1.03674
0.1132,1,1.03692
0.1133,1,1.0371
0.1134,1,1.03728
0.1135,1,1.03745
0.1136,1,1.03762
0.1137,1,1.03779
0.1138,1,1.03795
0.1139,1,1.03811
0.114,1,1.03827
0.1141,1,1.03842
0.1142,1,1.03858
0.1143,1,1.03873
0.1144,1,1.03887
0.1145,1,1.03902
0.1146,1,1.03916
0.1147,1,1.03929
0.1148,1,1.03943
0.1149,1,1.03956
0.115,1,1.03969
0.1151,1,1.03982
0.1152,1,1.03994
0.1153,1,1.04007
0.1154,1,1.04018
0.1155,1,1.0403
0.1156,1,1.04041
0.1157,1,1.04053
0.1158,1,1.04063
0.1159,1,1.04074
0.116,1,1.04084
0.1161,1,1.04095
0.1162,1,1.04104
0.1163,1,1.04114
0.1164,1,1.04123
0.1165,1,1.04132
0.1166,1,1.04141
0.1167,1,1.0415
0.1168,1,1.04158
0.1169,1,1.04166
0.117,1,1.04174
0.1171,1,1.04182
0.1172,1,1.0419
0.1173,1,1.04197
0.1174,1,1.04204
0.1175,1,1.0421
0.1176,1,1.04217
0.1177,1,1.04223
0.1178,1,1.04229
0.1179,1,1.04235
0.118,1,1.04241
0.1181,1,1.04246
0.1182,1,1.04252
0.1183,1,1.04257
0.1184,1,1.04261
0.1185,1,1.04266
0.1186,1,1.0427
0.1187,1,1.04275
0.1188,1,1.04279
0.1189,1,1.04282
0.119,1,1.04286
0.1191,1,1.04289
0.1192,1,1.04292
0.1193,1,1.04295
0.1194,1,1.04298
0.1195,1,1.04301
0.1196,1,1.04303
0.1197,1,1.04305
0.1198,1,1.04307
0.1199,1,1.04309
0.12,1,1.04311
0.1201,1,1.04312
0.1202,1,1.04313
0.1203,1,1.04315
0.1204,1,1.04315
0.1205,1,1.04316
0.1206,1,1.04317
0.1207,1,1.04317
0.1208,1,1.04317
0.1209,1,1.04317
0.121,1,1.04317
0.1211,1,1.04317
0.1212,1,1.04316
0.1213,1,1.04316
0.1214,1,1.04315
0.1215,1,1.04314
0.1216,1,1.04313
0.1217,1,1.04312
0.1218,1,1.0431
0.1219,1,1.04309
0.122,1,1.04307
0.1221,1,1.04305
0.1222,1,1.04303
0.1223,1,1.04301
0.1224,1,1.04298
0.1225,1,1.04296
0.1226,1,1.04293
0.1227,1,1.0429
0.1228,1,1.04287
0.1229,1,1.04284
0.123,1,1.04281
0.1231,1,1.04278
0.1232,1,1.04274
0.1233,1,1.04271
0.1234,1,1.04267
0.1235,1,1.04263
0.1236,1,1.04259
0.1237,1,1.04255
0.1238,1,1.0425
0.1239,1,1.04246
0.124,1,1.04241
0.1241,1,1.04237
0.1242,1,1.04232
0.1243,1,1.04227
0.1244,1,1.04222
0.1245,1,1.04217
0.1246,1,1.04211
0.1247,1,1.04206
0.1248,1,1.042
0.1249,1,1.04195
0.125,1,1.04189
0.1251,1,1.04183
0.1252,1,1.04177
0.1253,1,1.04171
0.1254,1,1.04165
0.1255,1,1.04159
0.1256,1,1.04152
0.1257,1,1.04146
0.1258,1,1.04139
0.1259,1,1.04132
0.126,1,1.04125
0.1261,1,1.04118
0.1262,1,1.04111
0.1263,1,1.04104
0.1264,1,1.04097
0.1265,1,1.0409
0.1266,1,1.04082
0.1267,1,1.04075
0.1268,1,1.04067
0.1269,1,1.04059
0.127,1,1.04051
0.1271,1,1.04044
0.1272,1,1.04036
0.1273,1,1.04027
0.1274,1,1.04019
0.1275,1,1.04011
0.1276,1,1.04003
0.1277,1,1.03994
